"School Name","BoroughCode","Geographical District","Project Description","Construction Award","Project type","Building ID","Building Address","City","Postcode","Borough","Latitude","Longitude","Community Board","Council District","BIN","BBL","Census Tract (2020)","Neighborhood Tabulation Area (NTA) (2020)","Location 1"
"P.S. 29 - QUEENS","Q","25","ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY","9,950,000","CIP","Q029","125-10 23 AVENUE","Queens","10128","QUEENS","40.778601","-73.843187","407","19","4099925","4042290014","907","QN0701","(40.778601, -73.843187)"
"P.S. 222 - QUEENS","Q","30","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","345,000","CIP","Q222","86-15 37TH AVENUE","Queens","10128","QUEENS","40.750172","-73.880363","403","25","4035854","4014600034","279","QN0301","(40.750172, -73.880363)"
"P.S. 86 - QUEENS","Q","28","IPDVS INSTALLATIONS","197,999.09","CIP","Q086","87-41 PARSONS BOULEVARD","Queens","10128","QUEENS","40.708898","-73.803938","408","24","4438678","4097740001","448","QN0805","(40.708898, -73.803938)"
"J.H.S. 216 - QUEENS","Q","26","EXISTING BUILDING WORK-IPDVS / EXISTING BUILDING WORK-ELECTRICAL SYSTEMS","5,151,148","CIP","Q216","64-20 175 STREET","Queens","10128","QUEENS","40.737517","-73.794031","408","24","4149078","4069030001","1341","QN0803","(40.737517, -73.794031)"
"P.S. 43 - QUEENS","Q","27","AIR CONDITIONING SPLIT SYSTEM / WINDOWS / CLIMATE CONTROL / EXTERIOR MASONRY","14,084,000","CIP","Q043","160 BEACH 29TH STREET","Queens","10128","QUEENS","40.593834","-73.76174","414","31","4467711","4158200001","99802","QN1401","(40.593834, -73.76174)"
"P.S. 147 - QUEENS","Q","29","ROOFS / PARAPETS / EXTERIOR MASONRY / ROOF REPLACEMENT","6,497,423","CIP","Q147","218-01 116 AVENUE","Queens","10128","QUEENS","40.697309","-73.740948","413","27","4243743","4113000001","598","QN1304","(40.697309, -73.740948)"
"NEWCOMERS HIGH SCHOOL - Q","Q","30","COVID VENTILATION / COVID FIRE ALARM SYSTEM REPLACEMENT / AUDITORIUM SEAT UPGRADE / PATH OF TRAVEL AUDITORIUM SEAT UPGRADE","8,565,200","CIP","Q450","28-01 41ST AVENUE","Queens","10128","QUEENS","40.751356","-73.937445","401","26","4004874","4004040001","3301","QN0105","(40.751356, -73.937445)"
"P.S. 113 - QUEENS","Q","24","EXTERIOR MASONRY / ROOFS","3,645,000","CIP","Q113","78-23 87TH STREET","Queens","10128","QUEENS","40.705516","-73.862208","405","32","4094055","4038460040","637","QN0503","(40.705516, -73.862208)"
"P.S. 236 - BROOKLYN","K","22","ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT","10,824","CIP","K236","6302 AVENUE U","Brooklyn","10128","BROOKLYN","40.615998","-73.912989","318","46","3326821","3084640001","698","BK1802","(40.615998, -73.912989)"
"HILLCREST HS - QUEENS","Q","28","FIRE PROTECTION PLAN","2,097,000","CIP","Q505","160-05 HIGHLAND AVENUE","Queens","10128","QUEENS","40.709079","-73.801856","408","24","4448767","4097740001","448","QN0805","(40.709079, -73.801856)"
"P.S. 69 - BROOKLYN","K","20","FY24 RESO A AUDITORIUM UPGRADE","580,000","CIP","K069","6302 9 AVENUE","Brooklyn","10128","BROOKLYN","40.632379","-74.009223","310","38","3387646","3057350032","120","BK1002","(40.632379, -74.009223)"
"J.H.S. 190 - QUEENS","Q","28","TEMPORARY OIL TANK @Q190","245,650","CIP","Q190","68-17 AUSTIN STREET","Queens","10128","QUEENS","40.722707","-73.851699","406","29","4075214","4031720002","71305","QN0602","(40.722707, -73.851699)"
"P.S. 93 - BRONX","X","8","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","308,000","CIP","X093","1535 STORY AVENUE","Bronx","10128","BRONX","40.821776","-73.876918","209","18","2097341","2036520001","28","BX0901","(40.821776, -73.876918)"
"M811 SPED - MANHATTAN","M","3","ROOFS / WINDOWS / EXTERIOR MASONRY / PARAPETS","10,445,000","CIP","M149","34 WEST 118 STREET","Manhattan","10128","MANHATTAN","40.802512","-73.94681","110","9","1051434","1016010001","190","MN1001","(40.802512, -73.94681)"
"I.S. 226 - QUEENS","Q","27","RTU REPLACEMENT / ROOFS","6,864,000","CIP","Q226","121-10 ROCKAWAY BOULEVARD","Queens","10128","QUEENS","40.675771","-73.816938","410","28","4253607","4117140100","840","QN1001","(40.675771, -73.816938)"
"GROVER CLEVELAND HS - QUEENS","Q","24","LSP DOMESTIC WATER HEATER","12,764.41","CIP","Q485","21-27 HIMROD STREET","Queens","10128","QUEENS","40.711033","-73.908814","405","30","4080227","4033630001","59501","QN0502","(40.711033, -73.908814)"
"I.S. 73 - QUEENS","Q","24","LOW VOLT ELECTRICAL SYSTEMS","925,000","CIP","Q073","70-02 54 AVENUE","Queens","10128","QUEENS","40.729215","-73.893624","405","30","4058611","4025030031","49302","QN0501","(40.729215, -73.893624)"
"I.S. 24 - STATEN ISLAND","R","31","FLOOD ELIMINATION / GYM ROOF","2,490,500","CIP","R024","750 DURANT AVENUE","Staten Island","10128","STATEN IS","40.546081","-74.14584","503","51","5065854","5051530108","13203","SI0302","(40.546081, -74.14584)"
"I.S. 238 - QUEENS","Q","29","PARAPETS / EXTERIOR MASONRY / WINDOWS / PLAYGROUND REDEVELOPMENT","20,840,013","CIP","Q238","88-15 182 STREET","Queens","10128","QUEENS","40.713094","-73.780468","412","23","4212425","4099190006","470","QN1201","(40.713094, -73.780468)"
"P.S. 2 - QUEENS","Q","30","FLOOD ELIMINATION / PARAPETS / ROOFS / EXTERIOR MASONRY","8,313,000","CIP","Q002","21-15 75TH STREET","Queens","10128","QUEENS","40.769855","-73.894585","401","22","4624308","4009710001","317","QN0101","(40.769855, -73.894585)"
"P.S. 184 - BROOKLYN","K","23","ELECTRICAL WORK FOR A/C INITIATIVE","14,432","CIP","K184","273 NEWPORT STREET","Brooklyn","10128","BROOKLYN","40.659966","-73.904901","316","41","3082391","3036060001","918","BK1602","(40.659966, -73.904901)"
"BRONXDALE HIGH SCHOOL - BRONX","X","11","FY24 RESO A KITCHEN UPGRADE / PATH OF TRAVEL RESO A KITCHEN UPGRADE","535,000","CIP","X415","925 ASTOR AVENUE","Bronx","10128","BRONX","40.859665","-73.861006","211","13","2050179","2043580001","324","BX1104","(40.859665, -73.861006)"
"Q811 SPED - QUEENS","Q","26","LL 41/16 COMPLIANCE (004961) / LL 41/16 COMPLIANCE (004964) / LL 41/16 COMPLIANCE (004966) / LL 41/16 COMPLIANCE (004967) / LL 41/16 COMPLIANCE (004968) / LL 41/16 COMPLIANCE (004969) / LL 41/16 COMPLIANCE (004970) / LL 41/16 COMPLIANCE (004971) / LL 41/","1,798,106.71","CIP","Q811","61-25 MARATHON PARKWAY","Queens","10128","QUEENS","40.756778","-73.729487","411","23","4173060","4083610001","152902","QN1103","(40.756778, -73.729487)"
"3K CENTER @ 1972 BROADWAY - MANHATTAN","M","3","Lease","16,555,000","CAP","M514","1972 BROADWAY","Manhattan","10023","MANHATTAN","40.774373","-73.9822","107","6","1028840","1011387501","15302","MN0701","(40.774373, -73.9822)"
"P.S. 128 - BROOKLYN","K","21","RPZ BACKFLOW PREVENTION DEVICES","1,198,000","CIP","K128","2075 84 STREET","Brooklyn","10128","BROOKLYN","40.604871","-73.995545","311","43","3165232","3063290032","288","BK1101","(40.604871, -73.995545)"
"P.S. 133 - QUEENS","Q","26","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","359,400","CIP","Q133","248-05 86 AVENUE","Queens","10128","QUEENS","40.731729","-73.717859","413","23","4175739","4086160001","157101","QN1302","(40.731729, -73.717859)"
"P.S. @ 140 BEACH 112 STREET - QUEENS","Q","27","Lease","0","CAP","Q593","140 BEACH 112 STREET","Queens","11694","QUEENS","40.57978","-73.833131","414","32","4303856","4161840001","938","QN1403","(40.57978, -73.833131)"
"RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HS -","R","31","IPDVS CAMERA INSTALLATION / IPDVS CAMERA INSTALLATION / IPDVS CAMERA INSTALLATION","526,000","CIP","R600","101 BELMONT PLACE","Staten Island","10128","STATEN IS","40.642573","-74.079591","501","49","5000314","5000190004","9","SI0101","(40.642573, -74.079591)"
"P.S. 333 - MANHATTAN","M","3","RPZ BACKFLOW PREVENTION DEVICES","1,331,000","CIP","M118","154 WEST 93 STREET","Manhattan","10128","MANHATTAN","40.791709","-73.970802","107","7","1032522","1012230005","177","MN0702","(40.791709, -73.970802)"
"P.S. 60 - QUEENS","Q","27","EXTERIOR MASONRY","1,485,000","CIP","Q060","91-02 88 AVENUE","Queens","10128","QUEENS","40.692179","-73.852636","409","32","4184144","4089290058","18","QN0905","(40.692179, -73.852636)"
"P.S. 164 - QUEENS","Q","25","ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS","15,549,000","CIP","Q164","138-01 77 AVENUE","Queens","10128","QUEENS","40.720924","-73.823362","408","24","4142980","4066060002","77902","QN0801","(40.720924, -73.823362)"
"P.S. 138 - BROOKLYN","K","17","FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / ROOFS","7,693,030","CIP","K138","760 PROSPECT PLACE","Brooklyn","10128","BROOKLYN","40.67438","-73.951443","308","36","3330794","3012330026","31701","BK0802","(40.67438, -73.951443)"
"P.S. 24 - BROOKLYN","K","15","PARAPETS / DOORS","1,469,786","CIP","K024","427 38 STREET","Brooklyn","10128","BROOKLYN","40.652701","-74.004743","307","38","3346119","3007010001","84","BK0702","(40.652701, -74.004743)"
"P.S. 127 - BROOKLYN","K","20","EXTERIOR MASONRY / ROOFS / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / PHASE 3 VOLUNTARY ADA/ROOM CONVERSION WORK / PARAPETS / WINDOWS","25,625,000","CIP","K127","922 78 STREET","Brooklyn","10128","BROOKLYN","40.623762","-74.017799","310","38","3150481","3059730001","206","BK1002","(40.623762, -74.017799)"
"P.S. 48 - MANHATTAN","M","6","FIRE ALARM / ELECTRIFICATION/HEAT PUMP SYSTEMS / WINDOWS / ELECTRICAL SERVICE UPGRADE","45,785,000","CIP","M048","4360-78 BROADWAY","Manhattan","10128","MANHATTAN","40.853466","-73.934048","112","10","1076752","1021670029","271","MN1202","(40.853466, -73.934048)"
"I.S. 292 - BROOKLYN","K","19","ROOFS / EXTERIOR MASONRY","5,400,000","CIP","K292","301 VERMONT STREET","Brooklyn","10128","BROOKLYN","40.671987","-73.893896","305","42","3083931","3037400001","1144","BK0502","(40.671987, -73.893896)"
"P.S. 90 - BROOKLYN","K","21","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","397,980","CIP","K090","2840 WEST 12 STREET","Brooklyn","10128","BROOKLYN","40.578255","-73.979628","313","47","3196558","3072660040","350","BK1302","(40.578255, -73.979628)"
"R. CARSON SCL OF COASTAL ST-K","K","21","RESO A ROOM CONVERSIONS / PARTITIONING / PATH OF TRAVEL RESO A ROOM CONVERSIONS/PARTITIONING","1,398,000","CIP","K303","501 WEST AVENUE","Brooklyn","10128","BROOKLYN","40.5825","-73.973122","313","47","3196292","3072500025","354","BK1302","(40.5825, -73.973122)"
"P.S. 24 - BRONX","X","10","ELECTRICAL WORK FOR A/C INITIATIVE","5,020.17","CIP","X024","660 WEST 236 STREET","Bronx","10128","BRONX","40.887111","-73.913697","208","11","2085869","2059170140","309","BX0803","(40.887111, -73.913697)"
"MEDGAR EVERS COLLEGE PREP SCHOOL ANNEX - BROOKLYN","K","78","Demo","1,859,000","CAP","K134","275 CROWN STREET","Brooklyn","11225","BROOKLYN","40.666313","-73.951164","309","35","3348093","3012890025","321","BK0901","(40.666313, -73.951164)"
"P.S. 156 - BROOKLYN","K","23","IPDVS CAMERA INSTALLATION / IPDVS INSTALLATION","418,900","CIP","K356","104 SUTTER AVENUE","Brooklyn","10128","BROOKLYN","40.665965","-73.918107","316","41","3081276","3035350016","900","BK1602","(40.665965, -73.918107)"
"P.S. 209 - QUEENS","Q","25","ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / PLAYGROUND","15,800,000","CIP","Q209","16-10 UTOPIA PARKWAY","Queens","10128","QUEENS","40.783608","-73.794654","407","19","4128717","4057340001","1017","QN0703","(40.783608, -73.794654)"
"WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VIS","M","3","CHILLER REPLACEMENT / FIRE ALARM REPLACEMENT / BMS UPGRADE","15,766,000","CIP","M088","215 WEST 114 STREET","Manhattan","10128","MANHATTAN","40.802207","-73.954142","110","9","1055204","1018300019","218","MN1001","(40.802207, -73.954142)"
"P.S. 49 - BRONX","X","7","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","471,000","CIP","X049","383 EAST 139 STREET","Bronx","10128","BRONX","40.810085","-73.923102","201","8","2000626","2023020040","39","BX0101","(40.810085, -73.923102)"
"P.S. 224 - BROOKLYN","K","19","EXTERIOR MASONRY / PARAPETS / FLOOD ELIMINATION / ROOFS / AIR CONDENSING UNIT","11,224,000","CIP","K224","757 WORTMAN AVENUE","Brooklyn","10128","BROOKLYN","40.664075","-73.866092","305","42","3098980","3045300001","1220","BK0505","(40.664075, -73.866092)"
"P.S. 63 - QUEENS","Q","27","LSP DOMESTIC WATER HEATER REPLACEMENT","175,157.82","CIP","Q063","90-15 SUTTER AVENUE","Queens","10128","QUEENS","40.67641","-73.846773","410","32","4190727","4091550025","54","QN1002","(40.67641, -73.846773)"
"COBBLE HILL SCHOOL OF AMERICAN STUDIES","K","15","ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION","4,749,000","CIP","K804","347 BALTIC STREET","Brooklyn","10128","BROOKLYN","40.684524","-73.990993","306","39","3006356","3003970011","6902","BK0601","(40.684524, -73.990993)"
"HARRY S. TRUMAN HS - X","X","11","PATH OF TRAVEL RESO A ATHLETIC FIELD / FY22 RESO A ATHLETIC FIELD UPGRADE","8,739,951","CIP","X456","750 BAYCHESTER AVENUE","Bronx","10128","BRONX","40.874088","-73.833904","210","12","2116159","2051410150","46205","BX1004","(40.874088, -73.833904)"
"P.S. 101 - QUEENS","Q","28","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","401,000","CIP","Q101","2 RUSSELL PLACE","Queens","10128","QUEENS","40.715585","-73.843898","406","29","4078312","4032700001","723","QN0602","(40.715585, -73.843898)"
"P.S. 244 - QUEENS","Q","25","ELECTRIFICATION/HEAT PUMP SYSTEMS / ROOFS","8,123,000","CIP","Q244","137-20 FRANKLIN AVENUE","Queens","10128","QUEENS","40.754654","-73.826759","407","20","4541682","4051370043","79701","QN0707","(40.754654, -73.826759)"
"R025 SPED - STATEN ISLAND","R","31","PHASE II RENOVATIONS / PATH OF TRAVEL WORK FOR R119 LEASED SITE (LLWS 124434 & 126879)","2,613,650","CIP","R119","30 WELLBROOK AVENUE","Staten Island","10128","STATEN IS","40.604824","-74.130782","502","49","5106948","5007700009","18703","SI0203","(40.604824, -74.130782)"
"I.S. 328 - MANHATTAN","M","6","ROOFS / PARAPETS / EXTERIOR MASONRY","7,735,000","CIP","M164","401 WEST 164 STREET","Manhattan","10128","MANHATTAN","40.836506","-73.93709","112","10","1062636","1021110024","24301","MN1201","(40.836506, -73.93709)"
"P.S. 123 - QUEENS","Q","27","FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS","23,910,000","CIP","Q123","145-01 119 AVENUE","Queens","10128","QUEENS","40.678296","-73.79562","412","28","4260828","4120190010","18402","QN1203","(40.678296, -73.79562)"
"FRANCIS LEWIS HS - QUEENS","Q","26","RPZ VALVES / FIRE ALARM","2,418,000","CIP","Q430","58-20 UTOPIA PARKWAY","Queens","10128","QUEENS","40.740724","-73.79283","411","20","4148763","4068820001","1417","QN1101","(40.740724, -73.79283)"
"P.S. 89 - QUEENS","Q","24","FIRE ALARM REPLACEMENT / VENTILATION / ROOFS / AIR HANDLING UNITS / WINDOWS / FLOOD ELIMINATION / EXTERIOR MASONRY","17,470,000","CIP","Q089","85-28 BRITTON AVENUE","Queens","10128","QUEENS","40.745923","-73.880205","404","25","4037370","4015140001","27101","QN0401","(40.745923, -73.880205)"
"TOTTENVILLE HS - STATEN ISLAND","R","31","WATER INFILTRATION IN OIL TANK ROOM / PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION","12,699,000","CIP","R455","100 LUTEN AVENUE","Staten Island","10128","STATEN IS","40.528092","-74.192032","503","51","5082634","5066130001","198","SI0304","(40.528092, -74.192032)"
"P.S. 277 - BRONX","X","7","COVID VENTILATION","7,695,000","CIP","X027","519 ST ANNS AVENUE","Bronx","10128","BRONX","40.813517","-73.913402","201","8","2000114","2022740023","43","BX0101","(40.813517, -73.913402)"
"P.S. 143 - QUEENS","Q","24","FLOOD ELIMINATION / ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / AIR CONDITIONING UNIT (RTU) / HEATING SYSTEM UPGRADE / ROOM CONVERSIONS","32,990,000","CIP","Q143","34-55 112 STREET","Queens","10128","QUEENS","40.755535","-73.856362","403","21","4614907","4017560025","381","QN0303","(40.755535, -73.856362)"
"P.S. 273 - QUEENS","Q","27","ELECTRIFICATION/HEAT PUMP SYSTEMS","6,475,600","CIP","Q273","88-07 102ND STREET","Queens","10128","QUEENS","40.693606","-73.844631","409","29","4539360","4092880101","28","QN0902","(40.693606, -73.844631)"
"Q721 SPED - QUEENS","Q","24","FY22 RESO A CAFETERIA UPGRADE / PATH OF TRAVEL RESO A CAFETERIA UPGRADE","1,005,000","CIP","Q722","57-12 94TH STREET","Queens","10128","QUEENS","40.736003","-73.867478","404","25","4462647","4018730050","683","QN0401","(40.736003, -73.867478)"
"P.S. 153 - BRONX","X","11","WINDOWS / EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS / PARAPETS / RTU REPLACEMENT / FIRE ALARM SYSTEM REPLACEMENT","24,207,000","CIP","X153","650 BAYCHESTER AVENUE","Bronx","10128","BRONX","40.872608","-73.833727","210","12","2097470","2051410150","46205","BX1004","(40.872608, -73.833727)"
"HERO HIGH (HEALTH, EDUCATION, AND RESEARCH OCCUPAT","X","7","BATHROOM UPGRADES / GYM UPGRADE","3,775,000","CIP","X655","455 SOUTHERN BOULEVARD","Bronx","10128","BRONX","40.810803","-73.907015","201","8","2003883","2025760026","35","BX0101","(40.810803, -73.907015)"
"BRONX INTERNATIONAL - BRONX","X","9","LSP LIGHTING UPGRADE","502,500","CIP","X400","1110 BOSTON ROAD","Bronx","10128","BRONX","40.827642","-73.904473","203","17","2004526","2026340001","135","BX0301","(40.827642, -73.904473)"
"FRANKLIN D. ROOSEVELT HS - K","K","20","COVID VENTILATION / STH SBHC / FIRE ALARM SYSTEM REPLACEMENT / CLIMATE CONTROL / PATH OF TRAVEL STH SBHC","17,848,000","CIP","K505","5800 20 AVENUE","Brooklyn","10128","BROOKLYN","40.620446","-73.981795","312","44","3131537","3055060006","468","BK1204","(40.620446, -73.981795)"
"P.S. 197 - MANHATTAN","M","5","FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEMS","21,043,000","CIP","M197","2230 5TH AVENUE","Manhattan","10128","MANHATTAN","40.813184","-73.937322","110","9","1076433","1017330017","212","MN1002","(40.813184, -73.937322)"
"P.S. 44 - STATEN ISLAND","R","31","COVID VENTILATION / COVID VENTILATION- CLIMATE CONTROL","3,996,000","CIP","R044","80 MAPLE PARKWAY","Staten Island","10128","STATEN IS","40.63179","-74.156439","501","49","5027641","5012180001","231","SI0107","(40.63179, -74.156439)"
"J.H.S. 189 - QUEENS","Q","25","LOW VOLTAGE ELECTRICAL SYSTEM","900,000","CIP","Q189","144-80 BARCLAY AVENUE","Queens","10128","QUEENS","40.759844","-73.820548","407","20","4114763","4050510027","863","QN0704","(40.759844, -73.820548)"
"HS FOR MEDIA & COMM - MANHATTAN","M","6","HEATING PLANT UPGRADE (BOILER REPLACEMENT)","17,408,219.42","CIP","M465","549 AUDUBON AVENUE","Manhattan","10128","MANHATTAN","40.855855","-73.92712","112","10","1076751","1021600018","277","MN1202","(40.855855, -73.92712)"
"P.S. 71 - QUEENS","Q","24","LSP HOT WATER HEATER REPLACEMENT","233,000","CIP","Q071","62-85 FOREST AVENUE","Queens","10128","QUEENS","40.711203","-73.905286","405","30","4083519","4034920007","59501","QN0502","(40.711203, -73.905286)"
"STUYVESANT HS - MANHATTAN","M","2","COOLING TOWER REPLACEMENT / VENTILATION / LOW VOLTAGE ELECTRICAL SYSTEM / BMS UPGRADE","11,156,000","CIP","M477","345 CHAMBERS STREET","Manhattan","10128","MANHATTAN","40.7177","-74.01399","101","1","1084587","1000160215","31703","MN0101","(40.7177, -74.01399)"
"P.S. 71 - BRONX","X","8","KITCHEN EXHAUST REPLACEMENT / TCU REMOVAL/PLAYGROUND REDEVELOPMENT / EXTERIOR MASONRY / FULL PROGRAM ACCESSIBILITY / LOW-VOLTAGE ELECTRICAL SYSTEM / WINDOWS / PARAPETS / ROOFS / FLOOD ELIMINATION","39,543,411","CIP","X071","3040 ROBERTS AVENUE","Bronx","10128","BRONX","40.845787","-73.829829","210","13","2046140","2041710001","26602","BX1003","(40.845787, -73.829829)"
"P.S. 172 - BROOKLYN","K","15","COVID VENTILATION","306,113","CIP","K172","825 4 AVENUE","Brooklyn","10128","BROOKLYN","40.657914","-74.000652","307","38","3009847","3006690001","101","BK0702","(40.657914, -74.000652)"
"P.S. @ 23-10 43 AVENUE - QUEENS","Q","30","New","84,621,000","CAP","Q508","23-10 43 AVENUE","Queens","11101","QUEENS","40.749586","-73.943546","402","26","4436809","4004360021","1903","QN0201","(40.749586, -73.943546)"
"JOHN BOWNE HS ANNEX - QUEENS","Q","78","New","47,606,000","CAP","Q511","146-50 REEVES AVENUE","Queens","11367","QUEENS","40.739504","-73.823258","408","24",,,"809","QN0801","(40.739504, -73.823258)"
"P.S. 154 - BROOKLYN","K","15","ROOFS","1,360,000","CIP","K154","1625 11 AVENUE","Brooklyn","10128","BROOKLYN","40.657472","-73.97618","307","39","3121871","3052570001","171","BK0701","(40.657472, -73.97618)"
"P.S. 346 - BROOKLYN","K","19","ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT","20,204.8","CIP","K346","1400 PENNSYLVANIA AVENUE","Brooklyn","10128","BROOKLYN","40.64726","-73.881114","305","42","3098294","3044520025","105804","BK0504","(40.64726, -73.881114)"
"P.S. 13 ANNEX - STATEN ISLAND","R","31","New","66,875,000","CAP","R122","1 VIRGINIA AVENUE","Staten Is","10305","STATEN IS","40.615517","-74.06755","501","49","5042681","5028470086","8","SI0103","(40.615517, -74.06755)"
"M.S. 363 - BRONX","X","10","SWIMMING POOL / EXTERIOR MASONRY @ X115 / WINDOWS / GYM FLOOR REPLACEMENT","7,824,000","CIP","X115","120 EAST 184 STREET","Bronx","10128","BRONX","40.859752","-73.900161","205","14","2013899","2031720046","23703","BX0503","(40.859752, -73.900161)"
