building_id,school_name,building_address,city,borough,borough_code,geographical_district,latitude,longitude
Q225,P.S. 317 - QUEENS,1-90 BEACH 110 STREET,Queens,QUEENS,Q,27,40.580928,-73.831836
X161,P.S. 161 - BRONX,628 TINTON AVENUE,Bronx,BRONX,X,7,40.814916,-73.905518
K020,P.S. 20 - BROOKLYN,225 ADELPHI STREET,Brooklyn,BROOKLYN,K,13,40.690765,-73.971376
X054,P.S. 54 - BRONX,2703 WEBSTER AVENUE,Bronx,BRONX,X,10,40.864527,-73.887829
Q202,I.S. 202 - QUEENS,138-30 LAFAYETTE STREET,Queens,QUEENS,Q,27,40.67124,-73.845141
M102,P.S. 102 - MANHATTAN,315 EAST 113 STREET,Manhattan,MANHATTAN,M,4,40.794869,-73.938711
K145,P.S. 145 - BROOKLYN,100 NOLL STREET,Brooklyn,BROOKLYN,K,32,40.701621,-73.93241
R069,P.S. 69 - STATEN ISLAND,144 KEATING PLACE,Staten Island,STATEN IS,R,31,40.591468,-74.156705
K081,P.S. 81 - BROOKLYN,990 DEKALB AVENUE,Brooklyn,BROOKLYN,K,16,40.693161,-73.935765
Q033,P.S. 33 - QUEENS,91-37 222 STREET,Queens,QUEENS,Q,29,40.727134,-73.735077
M054,I.S. 54 - MANHATTAN,103 WEST 107 STREET,Manhattan,MANHATTAN,M,3,40.800119,-73.962837
X110,P.S. 110 - BRONX,580 CROTONA PARK SOUTH,Bronx,BRONX,X,9,40.835286,-73.900751
X405,HERBERT H. LEHMAN HS - X,3000 EAST TREMONT AVENUE,Bronx,BRONX,X,8,40.840733,-73.838685
M028,P.S. 28 - MANHATTAN,475 WEST 155 STREET,Manhattan,MANHATTAN,M,6,40.831227,-73.942143
K308,P.S. 308 - BROOKLYN,616 QUINCY STREET,Brooklyn,BROOKLYN,K,16,40.688695,-73.935499
X162,HOSTOS-LINCOLN ACADEMY OF SCIENCE,600 ST ANNS AVENUE,Bronx,BRONX,X,7,40.815525,-73.912226
Q076,P.S. 76 - QUEENS,36-36 10 STREET,Queens,QUEENS,Q,30,40.760852,-73.941143
Q018,P.S. 18 - QUEENS,86-35 235 COURT,Queens,QUEENS,Q,26,40.732112,-73.73246
K285,I.S. 285 - BROOKLYN,5905 BEVERLY ROAD,Brooklyn,BROOKLYN,K,18,40.646875,-73.921028
K004,I.S. @ 4012 FORT HAMILTON PARKWAY - BROOKLYN,4012 FORT HAMILTON PARKWAY,Brooklyn,BROOKLYN,K,15,40.642578,-73.991388
R470,CONCORD HS - R,109 RHINE AVENUE,Staten Island,STATEN IS,R,31,40.610868,-74.087379
Q119,I.S. 119 - QUEENS,74-01 78 AVENUE,Queens,QUEENS,Q,24,40.704406,-73.875183
Q339,THE WOODSIDE COMMUNITY SCHOOL - QUEENS,39-07 57TH STREET,Queens,QUEENS,Q,30,40.747693,-73.906429
K054,P.S. 54 - BROOKLYN,195 SANDFORD STREET,Brooklyn,BROOKLYN,K,13,40.692741,-73.952981
Q036,P.S. 36 - QUEENS,187-01 FOCH BOULEVARD,Queens,QUEENS,Q,29,40.690828,-73.763907
M070,NYC LAB MIDDLE SCHOOL - MANHATTAN,333 WEST 17 STREET,Manhattan,MANHATTAN,M,2,40.742129,-74.002198
M191,P.S. 452 - MANHATTAN,210 WEST 61 STREET,Manhattan,MANHATTAN,M,3,40.771966,-73.987429
K179,P.S. 179 - BROOKLYN,202 AVENUE C,Brooklyn,BROOKLYN,K,20,40.640463,-73.977642
Q081,P.S. 81 - QUEENS,559 CYPRESS AVENUE,Queens,QUEENS,Q,24,40.703765,-73.912344
Q139,P.S. 139 - QUEENS,93-06 63 DRIVE,Queens,QUEENS,Q,28,40.72814,-73.863582
R072,I.S. 72 - STATEN ISLAND,33 FERNDALE AVENUE,Staten Island,STATEN IS,R,31,40.593005,-74.158988
K104,P.S. 104 - BROOKLYN,9115 5 AVENUE,Brooklyn,BROOKLYN,K,20,40.618415,-74.028842
Q452,LONG ISLAND CITY HS - Q,14-30 BROADWAY,Queens,QUEENS,Q,30,40.765826,-73.9328
R006,P.S. 6 - STATEN ISLAND,555 PAGE AVENUE,Staten Island,STATEN IS,R,31,40.510735,-74.231109
K246,I.S. 246 - BROOKLYN,72 VERONICA PLACE,Brooklyn,BROOKLYN,K,17,40.648608,-73.952821
K405,MIDWOOD HS - BROOKLYN,2839 BEDFORD AVENUE,Brooklyn,BROOKLYN,K,22,40.633237,-73.952929
K722,K721 SPED - BROOKLYN,64 AVENUE X,Brooklyn,BROOKLYN,K,21,40.589317,-73.98131
R029,P.S. 29 - STATEN ISLAND,1581 VICTORY BOULEVARD,Staten Island,STATEN IS,R,31,40.613604,-74.115988
K358,JOHN DEWEY ANNEX - BROOKLYN,106 AVENUE X,Brooklyn,,K,21,,
X140,P.S. 140 - BRONX,916 EAGLE AVENUE,Bronx,BRONX,X,8,40.823289,-73.907948
M641,CITY-AS-SCHOOL - MANHATTAN,16 CLARKSON STREET,Manhattan,MANHATTAN,M,2,40.729412,-74.006242
K111,I.S. 349 - BROOKLYN,35 STARR STREET,Brooklyn,BROOKLYN,K,32,40.70069,-73.927481
K306,P.S. 306 - BROOKLYN,970 VERMONT STREET,Brooklyn,BROOKLYN,K,19,40.655997,-73.886547
M129,P.S. 129 - MANHATTAN,425 WEST 130 STREET,Manhattan,MANHATTAN,M,5,40.814637,-73.951912
X146,P.S. 146 - BRONX,968 CAULDWELL AVENUE,Bronx,BRONX,X,8,40.825025,-73.906143
M490,HS FOR ARTS & TECHNOLOGY - M,122 AMSTERDAM AVENUE,Manhattan,MANHATTAN,M,3,40.774351,-73.984753
Q239,P.S. 239 - QUEENS,17-15 WEIRFIELD STREET,Queens,QUEENS,Q,24,40.699149,-73.903799
Q070,P.S. 70 - QUEENS,30-45 42 STREET,Queens,QUEENS,Q,30,40.762103,-73.914227
Q180,THE SCHOLARS ACADEMY - QUEENS,320 BEACH 104 STREET,Queens,QUEENS,Q,27,40.584158,-73.825736
K371,K371 SPED - BROOKLYN,355 37 STREET,Brooklyn,BROOKLYN,K,15,40.654293,-74.005889
Q435,MARTIN VAN BUREN HS - QUEENS,230-17 HILLSIDE AVENUE,Queens,QUEENS,Q,26,40.733066,-73.738756
K219,P.S. 219 - BROOKLYN,1060 CLARKSON AVENUE,Brooklyn,BROOKLYN,K,18,40.659288,-73.922919
Q155,P.S. 155 - QUEENS,130-02 115 AVENUE,Queens,QUEENS,Q,27,40.67956,-73.8106
X120,I.S. 301 - BRONX,890 CAULDWELL AVENUE,Bronx,BRONX,X,8,40.822474,-73.907194
K680,I.S. @ 46 VERONA STREET - BROOKLYN,46 VERONA STREET,Brooklyn,BROOKLYN,K,15,40.67865,-74.007816
M132,P.S. 132 - MANHATTAN,185 WADSWORTH AVENUE,Manhattan,MANHATTAN,M,6,40.850626,-73.934377
K005,P.S. 5 - BROOKLYN,820 HANCOCK STREET,Brooklyn,BROOKLYN,K,16,40.685687,-73.922532
Q090,P.S. 90 - QUEENS,86-50 109 STREET,Queens,QUEENS,Q,27,40.697033,-73.839213
Q117,P.S. 117 - QUEENS,85-15 143RD STREET,Queens,QUEENS,Q,28,40.709463,-73.813376
K150,P.S. 150 - BROOKLYN,364 SACKMAN STREET,Brooklyn,BROOKLYN,K,23,40.66896,-73.904726
Q056,P.S. 56 - QUEENS,86-10 114 STREET,Queens,QUEENS,Q,27,40.69919,-73.835299
X030,P.S. 30 - BRONX,510 EAST 141 STREET,Bronx,BRONX,X,7,40.80937,-73.917584
Q680,YOUNG WOMENS' LEADERSHIP SCHOOL - QUEENS,150-91 87 ROAD,Queens,QUEENS,Q,28,40.707527,-73.806412
Q021,P.S. 21 - QUEENS,147-36 26TH AVENUE,Queens,QUEENS,Q,25,40.774512,-73.819284
X063,P.S. 63 - BRONX,1260 FRANKLIN AVENUE,Bronx,BRONX,X,9,40.830965,-73.902738
Q470,QUEENS COLLEGIATE SCHOOL - QUEENS,167-01 GOTHIC DRIVE,Queens,QUEENS,Q,28,40.713218,-73.797237
R041,P.S. 41 - STATEN ISLAND,216 CLAWSON STREET,Staten Island,STATEN IS,R,31,40.574044,-74.109282
X425,BRONX LAB SCHOOL - BRONX,800 EAST GUN HILL ROAD,Bronx,BRONX,X,11,40.875953,-73.86197
M045,P.S. 37 - MANHATTAN,2351 1 AVENUE,Manhattan,MANHATTAN,M,4,40.798884,-73.933319
Q096,P.S. 96 - QUEENS,130-17 ROCKAWAY BOULEVARD,Queens,QUEENS,Q,27,40.674977,-73.808245
K159,P.S. 159 - BROOKLYN,2781 PITKIN AVENUE,Brooklyn,BROOKLYN,K,19,40.675766,-73.869469
X722,X721 SPED - BRONX,2697 WESTCHESTER AVENUE,Bronx,BRONX,X,11,40.842289,-73.838949
Q411,CHANNEL VIEW SCL FOR RESEARCH - Q,100-00 BEACH CHANNEL DRIVE,Queens,QUEENS,Q,27,40.586066,-73.822624
X075,P.S. 75 - BRONX,984 FAILE STREET,Bronx,BRONX,X,8,40.822719,-73.889435
K185,P.S. 185 - BROOKLYN,8601 RIDGE BOULEVARD,Brooklyn,BROOKLYN,K,20,40.623986,-74.033779
M187,P.S. 187 - MANHATTAN,349 CABRINI BOULEVARD,Manhattan,MANHATTAN,M,6,40.85674,-73.937056
X180,I.S. 180 - BRONX,700 BAYCHESTER AVENUE,Bronx,BRONX,X,11,40.873012,-73.833809
K196,I.S. 582 - BROOKLYN,207 BUSHWICK AVENUE,Brooklyn,BROOKLYN,K,14,40.708723,-73.940002
R005,P.S. 5 - STATEN ISLAND,348A DEISIUS STREET,Staten Is,STATEN IS,R,31,40.530169,-74.187635
X002,BRONX CNTR FOR SCIENCE & MATH - X,1365 FULTON AVENUE,Bronx,BRONX,X,9,40.833696,-73.902477
Q566,"QNS HS OF TEACH., LIB. ARTS&SCI-Q",74-20 COMMONWEALTH BOULEVARD,Queens,QUEENS,Q,26,40.746088,-73.727535
X100,P.S. 100 - BRONX,800 TAYLOR AVENUE,Bronx,BRONX,X,8,40.821409,-73.862976
M440,HUDSON HS OF LEARNING TECH - MANHATTAN,351 WEST 18 STREET,Manhattan,MANHATTAN,M,2,40.742867,-74.002136
Q341,P.S. @ PARCEL C - QUEENS,1-55 54 AVENUE,Queens,QUEENS,Q,30,40.740928,-73.960012
X150,P.S. 150 - BRONX,920 EAST 167 STREET,Bronx,BRONX,X,12,40.82636,-73.894398
K440,BROOKLYN HS FOR MUSIC &THEATER - K,883 CLASSON AVENUE,Brooklyn,BROOKLYN,K,17,40.670349,-73.961695
K525,EDWARD R. MURROW HS - K,1600 AVENUE L,Brooklyn,BROOKLYN,K,21,40.620525,-73.959285
K877,K373 SPED - BROOKLYN,35 SNYDER AVENUE,Brooklyn,BROOKLYN,K,17,40.648585,-73.957282
Q127,P.S. 127 - QUEENS,98-01 25 AVENUE,Queens,QUEENS,Q,30,40.764646,-73.871641
M485,FIORELLO LAGUARDIA HS - MANHATTAN,100 AMSTERDAM AVENUE,Manhattan,MANHATTAN,M,3,40.773629,-73.985273
Q516,FOREST HILLS HS ANNEX - QUEENS,67-01 110 STREET,Queens,QUEENS,Q,78,40.729402,-73.845637
Q388,P.S. @ 23-70 WATERS EDGE DRIVE - QUEENS,23-70 WATERS EDGE DRIVE,Queens,QUEENS,Q,25,40.781813,-73.772861
Q229,P.S. 229 - QUEENS,67-25 51 ROAD,Queens,QUEENS,Q,24,40.734294,-73.897557
K321,P.S. 321 - BROOKLYN,180 7 AVENUE,Brooklyn,BROOKLYN,K,15,40.67146,-73.977783
M140,P.S. 140 - MANHATTAN,123 RIDGE STREET,Manhattan,MANHATTAN,M,1,40.71925,-73.983056
X515,P.S. @ 3850 REVIEW PLACE - BRONX,3850 REVIEW PLACE,Bronx,BRONX,X,10,40.885217,-73.899487
Q849,I.S. 77 - QUEENS,976 SENECA AVENUE,Queens,QUEENS,Q,24,40.699516,-73.90214
M533,HARBOR HIGH SCHOOL ATHLETIC COMPLEX - MANHATTAN,1 DIVISION ROAD,Manhattan,,M,78,,
Q133,P.S. 133 - QUEENS,248-05 86 AVENUE,Queens,QUEENS,Q,26,40.731729,-73.717859
K195,P.S. 195 - BROOKLYN,131 IRWIN STREET,Brooklyn,BROOKLYN,K,22,40.579451,-73.943819
Q739,YOUNG W. LEADERSHIP SCL ASTORIA- Q,23-15 NEWTOWN AVENUE,Queens,QUEENS,Q,30,40.771215,-73.924591
X008,P.S. 8 - BRONX,3010 BRIGGS AVENUE,Bronx,BRONX,X,10,40.872612,-73.883574
M118,P.S. 333 - MANHATTAN,154 WEST 93 STREET,Manhattan,MANHATTAN,M,3,40.791709,-73.970802
Q060,P.S. 60 - QUEENS,91-02 88 AVENUE,Queens,QUEENS,Q,27,40.692179,-73.852636
K097,P.S. 97 - BROOKLYN,1846 WEST 13 STREET,Brooklyn,BROOKLYN,K,21,40.601639,-73.985189
Q145,I.S. 145 - QUEENS,33-34 80 STREET,Queens,QUEENS,Q,30,40.754661,-73.887112
Q189,THE FLUSHING INTERNATIONAL HS - Q,144-80 BARCLAY AVENUE,Queens,QUEENS,Q,25,40.759844,-73.820548
X094,P.S. 94 - BRONX,3530 KINGS COLLEGE PLACE,Bronx,BRONX,X,10,40.880522,-73.87572
X435,FORDHAM HS FOR THE ARTS - BRONX,500 EAST FORDHAM ROAD,Bronx,BRONX,X,10,40.860043,-73.888267
Q485,GROVER CLEVELAND HS - QUEENS,21-27 HIMROD STREET,Queens,QUEENS,Q,24,40.711033,-73.908814
R046,P.S. 46 - STATEN ISLAND,41 REID AVENUE,Staten Island,STATEN IS,R,31,40.59377,-74.08058
X045,I.S. 45 - BRONX,2502 LORILLARD PLACE,Bronx,BRONX,X,10,40.858692,-73.887214
K120,P.S. 120 - BROOKLYN,18 BEAVER STREET,Brooklyn,BROOKLYN,K,14,40.700609,-73.93834
M048,P.S. 48 - MANHATTAN,4360-78 BROADWAY,Manhattan,MANHATTAN,M,6,40.853466,-73.934048
XAIN,HIGHBRIDGE ADVISORY COUNCIL - BRONX,1181 NELSON AVENUE,Bronx,BRONX,X,9,40.837232,-73.925706
M083,P.S. 83 - MANHATTAN,219 EAST 109 STREET,Manhattan,MANHATTAN,M,4,40.793194,-73.942548
K208,P.S. 208 - BROOKLYN,4801 AVENUE D,Brooklyn,BROOKLYN,K,18,40.642031,-73.931151
Q102,P.S. 102 - QUEENS,55-24 VAN HORN STREET,Queens,QUEENS,Q,24,40.733514,-73.877857
Q007,P.S. 7 - QUEENS,80-55 CORNISH AVENUE,Queens,QUEENS,Q,24,40.739115,-73.882487
K163,P.S. 748 - BROOKLYN,1664 BENSON AVENUE,Brooklyn,BROOKLYN,K,20,40.607234,-74.007199
X066,P.S. 66 - BRONX,1001 JENNINGS STREET,Bronx,BRONX,X,12,40.831165,-73.887094
X184,JILL CHAIFETZ TRANSFER HIGH SCHOOL - BRONX,778 FOREST AVENUE,Bronx,BRONX,X,7,40.819006,-73.905869
Q123,P.S. 123 - QUEENS,145-01 119 AVENUE,Queens,QUEENS,Q,27,40.678296,-73.79562
Q216,J.H.S. 216 - QUEENS,64-20 175 STREET,Queens,QUEENS,Q,26,40.737517,-73.794031
X113,SCHOOL OF DIPLOMACY,3710 BARNES AVENUE,Bronx,BRONX,X,11,40.880873,-73.860904
K199,P.S. 199 - BROOKLYN,1100 ELM AVENUE,Brooklyn,BROOKLYN,K,21,40.616632,-73.963476
Q116,P.S. 116 - QUEENS,107-25 WREN PLACE,Queens,QUEENS,Q,29,40.700606,-73.782302
M465,HS FOR HEALTH CAREER & SCIENCE - M,549 AUDUBON AVENUE,Manhattan,MANHATTAN,M,6,40.855855,-73.92712
X137,I.S. 391 - BRONX,2225 WEBSTER AVENUE,Bronx,BRONX,X,10,40.854515,-73.896703
R123,I.S./H.S. @ 45 CLEVELAND PLACE - STATEN ISLAND,45 CLEVELAND PLACE,Staten Is,STATEN IS,R,78,40.602575,-74.068696
K059,P.S. 59 - BROOKLYN,211 THROOP AVENUE,Brooklyn,BROOKLYN,K,14,40.696733,-73.943652
Q166,P.S. 166 - QUEENS,33-09 35 AVENUE,Queens,QUEENS,Q,30,40.757309,-73.926733
K430,BROOKLYN TECH HS - K,29 FT GREENE PLACE,Brooklyn,BROOKLYN,K,13,40.688834,-73.976905
R445,PORT RICHMOND HS - R,85 ST JOSEPHS AVENUE,Staten Island,STATEN IS,R,31,40.634573,-74.141818
X148,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,3630 THIRD AVENUE,Bronx,BRONX,X,9,40.833511,-73.90449
M340,SIXTH AVENUE ELEMENTARY SCHOOL,590 SIXTH AVENUE,Manhattan,MANHATTAN,M,2,40.739178,-73.9955
M001,P.S. 1 - MANHATTAN,8 HENRY STREET,Manhattan,MANHATTAN,M,2,40.71276,-73.997489
X084,X811 SPED - BRONX,1434 LONGFELLOW AVENUE,Bronx,BRONX,X,12,40.830589,-73.887587
K273,P.S. 273 - BROOKLYN,923 JEROME STREET,Brooklyn,BROOKLYN,K,19,40.657922,-73.879354
K450,PROGRESS HS - K,850 GRAND STREET,Brooklyn,BROOKLYN,K,14,40.712184,-73.939722
M535,MANHATTAN BRIDGES - MANHATTAN,525 WEST 50 STREET,Manhattan,MANHATTAN,M,2,40.765234,-73.993076
K845,I.S. 443 - BROOKLYN,330 18 STREET,Brooklyn,BROOKLYN,K,15,40.660976,-73.988297
K033,K368 SPED - BROOKLYN,70 TOMPKINS AVENUE,Brooklyn,BROOKLYN,K,14,40.697152,-73.946641
K329,P.S. 329 - BROOKLYN,2929 WEST 30 STREET,Brooklyn,BROOKLYN,K,21,40.574607,-73.996292
Q447,3K CENTER @ 36-31 38 STREET - QUEENS,36-31 38TH STREET,Queens,QUEENS,Q,30,40.753292,-73.924684
K244,P.S. 244 - BROOKLYN,5404 TILDEN AVENUE,Brooklyn,BROOKLYN,K,18,40.648423,-73.925948
Q026,P.S. 26 - QUEENS,195-02 69 AVENUE,Queens,QUEENS,Q,26,40.736922,-73.77799
X600,ALFRED E. SMITH HS - X,333 EAST 151 STREET,Bronx,BRONX,X,7,40.818232,-73.919867
Q048,Q075 SPED - QUEENS,155-02 108 AVENUE,Queens,QUEENS,Q,28,40.694119,-73.797003
K171,I.S. 171 - BROOKLYN,528 RIDGEWOOD AVENUE,Brooklyn,BROOKLYN,K,19,40.68618,-73.869625
R058,P.S. 58 - STATEN ISLAND,77 MARSH AVENUE,Staten Island,STATEN IS,R,31,40.583139,-74.161862
X018,P.S. 18 - BRONX,502 MORRIS AVENUE,Bronx,BRONX,X,7,40.816406,-73.92329
K191,P.S. 191 - BROOKLYN,1600 PARK PLACE,Brooklyn,BROOKLYN,K,17,40.672005,-73.924329
Q149,P.S. 149 - QUEENS,93-11 34TH AVENUE,Queens,QUEENS,Q,30,40.754837,-73.874605
M520,BERGTRAUM HS - MANHATTAN,411 PEARL STREET,Manhattan,MANHATTAN,M,2,40.711442,-74.000851
KAYT,HOPE FAITH AND CHARITY,774 SARATOGA AVENUE,Brooklyn,BROOKLYN,K,23,40.661915,-73.915578
M125,P.S. 125 - MANHATTAN,425 WEST 123 STREET,Manhattan,MANHATTAN,M,5,40.810431,-73.955809
Q193,P.S. 193 - QUEENS,152-20 11 AVENUE,Queens,QUEENS,Q,25,40.792483,-73.809741
K235,P.S. 235 - BROOKLYN,525 LENOX ROAD,Brooklyn,BROOKLYN,K,18,40.654704,-73.941089
Q226,I.S. 226 - QUEENS,121-10 ROCKAWAY BOULEVARD,Queens,QUEENS,Q,27,40.675771,-73.816938
K314,P.S. 503 - BROOKLYN,330 59 STREET,Brooklyn,BROOKLYN,K,20,40.642121,-74.018997
Q041,P.S. 41 - QUEENS,34-06 214 LANE,Queens,QUEENS,Q,26,40.769875,-73.770692
K091,P.S. 91 - BROOKLYN,532 ALBANY AVENUE,Brooklyn,BROOKLYN,K,17,40.661886,-73.93994
K297,P.S. 297 - BROOKLYN,700 PARK AVENUE,Brooklyn,BROOKLYN,K,14,40.697781,-73.947809
K115,P.S. 115 - BROOKLYN,1500 EAST 92 STREET,Brooklyn,BROOKLYN,K,18,40.635015,-73.897262
Q072,J.H.S. 72 - QUEENS,133-25 GUY R BREWER BOULEVARD,Queens,QUEENS,Q,28,40.673769,-73.775951
M056,J.H.S. 292 - MANHATTAN,220 HENRY STREET,Manhattan,MANHATTAN,M,1,40.713684,-73.986336
Q135,P.S. 135 - QUEENS,207-11 89TH AVENUE,Queens,QUEENS,Q,29,40.720154,-73.757367
X050,FAIRMONT NEIGHBORHOOD SCHOOL,1550 VYSE AVENUE,Bronx,BRONX,X,12,40.834157,-73.887512
K043,I.S. 98 - BROOKLYN,1401 EMMONS AVENUE,Brooklyn,BROOKLYN,K,21,40.583125,-73.954037
M072,P.S. 72 - MANHATTAN,131 EAST 104 STREET,Manhattan,MANHATTAN,M,4,40.791179,-73.947776
X070,P.S. 70 - BRONX,1691 WEEKS AVENUE,Bronx,BRONX,X,9,40.844253,-73.907616
X368,M.S./H.S. 368 - BRONX,2975 TIBBETT AVENUE,Bronx,BRONX,X,10,40.879368,-73.909896
Q035,P.S. 35 - QUEENS,191-02 90TH AVENUE,Queens,QUEENS,Q,29,40.713759,-73.769439
Q161,P.S. 161 - QUEENS,101-33 124TH STREET,Queens,QUEENS,Q,28,40.690798,-73.821657
R435,NEW DORP HS - STATEN ISLAND,465 NEW DORP LANE,Staten Island,STATEN IS,R,31,40.569393,-74.107737
K153,P.S. 153 - BROOKLYN,1970 HOMECREST AVENUE,Brooklyn,BROOKLYN,K,21,40.601617,-73.959779
M155,P.S. 155 - MANHATTAN,319 EAST 117 STREET,Manhattan,MANHATTAN,M,4,40.797302,-73.936365
Q460,FLUSHING HS - QUEENS,35-01 UNION STREET,Queens,QUEENS,Q,25,40.765166,-73.82789
K415,IT TAKES A VILLAGE ACADEMY - K,5800 TILDEN AVENUE,Brooklyn,BROOKLYN,K,18,40.648657,-73.922171
K014,I.S. 14 - BROOKLYN,2424 BATCHELDER STREET,Brooklyn,BROOKLYN,K,22,40.593521,-73.937672
Q212,P.S. 212 - QUEENS,34-25 82ND STREET,Queens,QUEENS,Q,30,40.753078,-73.884906
X144,I.S. 144 - BRONX,2545 GUNTHER AVENUE,Bronx,BRONX,X,11,40.863735,-73.83607
Q465,M.S. 282 - QUEENS,8-21 BAY 25 STREET,Queens,QUEENS,Q,27,40.60201,-73.762795
R019,P.S. 19 - STATEN ISLAND,780 POST AVENUE,Staten Island,STATEN IS,R,31,40.631211,-74.127065
K258,K140 SPED - BROOKLYN,141 MACON STREET,Brooklyn,BROOKLYN,K,13,40.681572,-73.945446
K485,TELECOM. ARTS & TECH. HS - K,350 67 STREET,Brooklyn,BROOKLYN,K,20,40.637282,-74.023849
X129,I.S. 129 - BRONX,2055 MAPES AVENUE,Bronx,BRONX,X,12,40.845878,-73.886184
M660,SCHOOL OF THE FUTURE - MANHATTAN,127 EAST 22 STREET,Manhattan,MANHATTAN,M,2,40.738952,-73.985479
K137,P.S. 137 - BROOKLYN,121 SARATOGA AVENUE,Brooklyn,BROOKLYN,K,23,40.682458,-73.917088
R456,TOTTENVILLE HS - STATEN ISLAND,100 LUTEN AVENUE,Staten Island,STATEN IS,R,31,40.528092,-74.192032
K056,I.S. 351 - BROOKLYN,170 GATES AVENUE,Brooklyn,BROOKLYN,K,13,40.68505,-73.960659
K138,P.S. 138 - BROOKLYN,760 PROSPECT PLACE,Brooklyn,BROOKLYN,K,17,40.67438,-73.951443
Q262,P.S. 306 - QUEENS,95-16 89TH AVENUE,Queens,QUEENS,Q,27,40.691765,-73.849006
M192,P.S. 192 - MANHATTAN,500 WEST 138 STREET,Manhattan,MANHATTAN,M,6,40.820953,-73.951145
K303,R. CARSON SCL OF COASTAL ST-K,501 WEST AVENUE,Brooklyn,BROOKLYN,K,21,40.5825,-73.973122
M475,HS FOR HEALTH PROF & HUMAN SERV-M,345 EAST 15 STREET,Manhattan,MANHATTAN,M,2,40.732447,-73.983031
K082,I.S. @ 6315 14 AVENUE - BROOKLYN,6315 14 AVENUE,Brooklyn,BROOKLYN,K,20,40.625671,-73.998253
K356,I.S. 392 - BROOKLYN,104 SUTTER AVENUE,Brooklyn,BROOKLYN,K,23,40.665965,-73.918107
X111,P.S. 111 - BRONX,3740 BAYCHESTER AVENUE,Bronx,BRONX,X,11,40.884343,-73.840254
Q063,P.S. 63 - QUEENS,90-15 SUTTER AVENUE,Queens,QUEENS,Q,27,40.67641,-73.846773
Q087,P.S. 87 - QUEENS,79-38 67 DRIVE,Queens,QUEENS,Q,24,40.711858,-73.872558
K805,BROOKLYN INTERNATIONAL HS - K,49 FLATBUSH AVENUE EXTENSION,Brooklyn,BROOKLYN,K,13,40.697339,-73.985016
K025,P.S. 25 - BROOKLYN,787 LAFAYETTE AVENUE,Brooklyn,BROOKLYN,K,16,40.691037,-73.941342
K228,I.S. 228 - BROOKLYN,228 AVENUE S,Brooklyn,BROOKLYN,K,21,40.6013,-73.976953
K480,THE BROOKLYN SCHOOL FOR SOCIAL JUSTICE - K,400 IRVING AVENUE,Brooklyn,BROOKLYN,K,32,40.697185,-73.91117
K284,P.S. 284 - BROOKLYN,213 OSBORN STREET,Brooklyn,BROOKLYN,K,23,40.667377,-73.908214
M646,SCHOOL FOR COOPERATIVE TECHNICAL EDUCATION,321 EAST 96 STREET,Manhattan,MANHATTAN,M,4,40.783638,-73.945626
K382,H.S. @ 425-447 OVINGTON AVENUE - BROOKLYN,425-447 OVINGTON AVENUE,Brooklyn,BROOKLYN,K,78,40.633362,-74.023073
X455,HARRY S. TRUMAN HS - X,750 BAYCHESTER AVENUE,Bronx,BRONX,X,11,40.874088,-73.833904
K012,P.S. 12 - BROOKLYN,430 HOWARD AVENUE,Brooklyn,BROOKLYN,K,23,40.673073,-73.919594
M130,P.S. 130 - MANHATTAN,143 BAXTER STREET,Manhattan,MANHATTAN,M,2,40.718903,-73.998438
K106,P.S. 106 - BROOKLYN,1328 PUTNAM AVENUE,Brooklyn,BROOKLYN,K,32,40.693879,-73.913056
Q071,P.S. 71 - QUEENS,62-85 FOREST AVENUE,Queens,QUEENS,Q,24,40.711203,-73.905286
Q440,FOREST HILLS HS - QUEENS,67-01 110 STREET,Queens,QUEENS,Q,28,40.729402,-73.845637
K380,P.S. 380 - BROOKLYN,370 MARCY AVENUE,Brooklyn,BROOKLYN,K,14,40.702427,-73.952985
Q088,P.S. 88 - QUEENS,60-85 CATALPA AVENUE,Queens,QUEENS,Q,24,40.703779,-73.896374
Q263,P.S. /I.S 295 - QUEENS,222-14 JAMAICA AVENUE,Queens,QUEENS,Q,29,40.720619,-73.731997
Q109,I.S. 109 - QUEENS,213-10 92 AVENUE,Queens,QUEENS,Q,29,40.720713,-73.747001
X024,P.S. 24 - BRONX,660 WEST 236 STREET,Bronx,BRONX,X,10,40.887111,-73.913697
X650,ALC-JANE ADDAMS HS,1201 LAYFAYETTE AVENUE,Bronx,,X,8,,
K044,P.S. 44 - BROOKLYN,432 MONROE STREET,Brooklyn,BROOKLYN,K,13,40.686592,-73.940747
K218,I.S. 218 - BROOKLYN,370 FOUNTAIN AVENUE,Brooklyn,BROOKLYN,K,19,40.670724,-73.874208
X060,THE LONGWOOD ACADEMY OF DISCOVERY - X,888 REV. J.A. POLITE AVENUE,Bronx,BRONX,X,8,40.820403,-73.898912
K253,P.S. 253 - BROOKLYN,2953 BRIGHTON 6 STREET,Brooklyn,BROOKLYN,K,21,40.580115,-73.962391
M104,I.S. 104 - MANHATTAN,330 EAST 21 STREET,Manhattan,MANHATTAN,M,2,40.736094,-73.980663
Q093,I.S. 93 - QUEENS,66-56 FOREST AVENUE,Queens,QUEENS,Q,24,40.706041,-73.902584
K084,P.S. 84 - BROOKLYN,250 BERRY STREET,Brooklyn,BROOKLYN,K,14,40.714785,-73.963
